QUANTITY	TIME	FAC	ORG	LOC	EVENT
[]	['one night']	[]	['Inn', 'The Historic Sheridan Inn']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['The Keil Gym']	[]	[]	[]
[]	[]	[]	['The Sweetwater County Library']	[]	[]
[]	['nighttime', 'Every morning', 'evening']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['the Extension Office', 'Carnegie Library', 'Public Health']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['The High School']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a clear night']	[]	[]	['Wilder']	[]
[]	['morning']	[]	[]	[]	[]
[]	['night']	[]	[]	['Helens Mt']	[]
[]	['nights', 'late at night', 'night', 'late nights']	['The Pool Room', 'the Billiard Room']	['Library']	['Gardens']	[]
[]	[]	"[""Broadway's Tavern""]"	[]	['Chicken Alley']	[]
[]	['night']	['Clyde Erwin High', 'Potter’s Field', 'the Old County Home Graveyard']	[]	[]	[]
[]	['late at night', 'night']	[]	['Inn']	[]	[]
[]	['Halloween night']	['the Zalandia Castle']	[]	[]	[]
[]	[]	['the Grove Park Inn']	['Inn']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['morning']	['the Battery Park Hotel']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['70 degrees', '40 degrees']	[]	['Whorehouse']	[]	[]	[]
[]	[]	[]	[]	[]	['World War 2']
[]	['night']	['Tate Dorm']	['Tate Hospital']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Hotel']	[]	[]
[]	['midnight']	['East Hall - East Hall']	[]	[]	[]
[]	[]	['Hardies', 'Perkinsville drive']	['Lowes Foods']	[]	[]
[]	[]	[]	['Tiwanna Fatz']	[]	[]
[]	['night']	['the blue ridge parkway']	[]	['Brown mountain']	[]
['90 miles']	['late at night']	['Mt. Misery Road', 'Mt. misery Road']	[]	['the Capefear River', 'Mt. Misery']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Cline School Road', 'Cline School-']	[]	[]	[]
[]	['the next morning']	[]	[]	[]	[]
[]	['nights']	[]	[]	[]	[]
['fourth of the mile']	['night']	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	['the entire night']	[]	[]	"[""The Devil's Playground""]"	[]
[]	['night']	['5 Bridges Road']	[]	[]	[]
[]	['late at night', 'night']	['Hwy 30', 'Hwy 577']	[]	[]	[]
[]	['the night']	['The Marquee Room', 'the Paramount Theatre']	['Boyd Theater Company', 'Paramount']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	['Financial Aid']	[]	[]
[]	['midnight']	['Pfeiffer Hall']	['Union College', 'Union']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Morgue']	[]	[]	['the Civil War']
[]	[]	[]	[]	[]	[]
[]	['nights']	['Heaven Hill', 'Lorretto Rd', 'Smith Mansion']	[]	[]	[]
[]	[]	[]	[]	[]	[]
"[""every full moon, the moon's reflection casts""]"	['one summer']	"[""Devil's Garden"", 'Hutch']"	[]	[]	[]
[]	[]	[]	['Bellefonte']	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	['the Boone Tavern Hotel']	['Boone Tavern', 'Berea College', 'Railroad', 'Boone Tavern Hotel']	[]	['the Civil War']
[]	['the first night', 'night']	['2nd street']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['PD']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['One night', 'the night']	['The Academic Complex']	[]	[]	[]
[]	[]	['Barnes-Campbell Hall']	[]	[]	[]
[]	[]	['Helm Library']	[]	[]	[]
[]	[]	[]	['The Kentucky Museum']	[]	[]
[]	[]	['McClean Hall  - McClean Hall', 'Dorm Hall', 'Pearce Ford Tower']	[]	[]	[]
[]	[]	['Potter Hall', 'South West Hall', 'Potter']	[]	[]	[]
[]	['night']	['White Hall', 'Florence Schneider', 'White Stone Hall', 'Schneider Hall']	[]	[]	[]
[]	[]	['Rhodes Harlin Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Perryville Battlefield']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['more than 45 degrees', 'three pound']	['30 minutes', 'every night', '7:30 p.m.']	[]	[]	['Old Lick Creek']	[]
[]	[]	[]	['The University of North Carolina']	[]	[]
[]	[]	['Founders Hall']	[]	[]	[]
[]	[]	['the Latta Plantation']	['The Latta Family']	[]	[]
[]	[]	['the Church/Theatre']	[]	[]	[]
[]	['night']	['Independence road']	[]	[]	[]
[]	['One afternoon']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Court Yard']	[]	[]	['Civil War']
[]	[]	[]	['Wallace']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['midnight']	['hwy 209']	[]	['the pigeon river']	[]
[]	['night']	[]	[]	[]	[]
[]	['late one night', 'night']	['Neisler Rd', 'Gold Rush Dr.']	[]	[]	[]
[]	[]	['Harrill Residence Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night']	"[""Sally's Bridge"", 'Poplar Tent Road']"	[]	[]	[]
[]	[]	['Theater']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Somerset Plantation']	[]	[]	[]
[]	[]	[]	[]	['the North Rolling Fork River']	[]
[]	['the night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Frozen', 'Vancleave Bible Institute']	['Frozen Creek']	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['the Rolling Fork River']	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['I-65']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a late night', 'a split second']	[]	[]	[]	[]
[]	['late at night']	['the Soccer Field', 'Horton Hall - Horton Hall', 'Gym']	[]	[]	[]
[]	[]	[]	['combs']	[]	[]
[]	['nights', 'night']	[]	[]	['bugger mountain']	[]
[]	['mornings', 'about 11:00 a.m.']	[]	[]	['Laurel Lake']	[]
[]	[]	[]	[]	[]	[]
['75 to 80 foot', 'just a few hundred feet']	[]	[]	[]	['Lovers Leap', 'Pillars', 'Cumberland Falls State Park']	[]
['15 mph']	[]	['Early Addition St.']	[]	[]	[]
[]	[]	['Maine Strasse']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	['the East Wing']	[]
[]	[]	['The Moore Building']	['Broughton Hospital']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Norfolk-Southern']	['the Tuckaseegee River']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['about 200 yards']	[]	['the Cabe Lands Trail']	[]	['the Eno River']	[]
[]	[]	[]	[]	[]	[]
[]	['night', 'late at night']	['Blue Berry Hill Plantation']	[]	[]	[]
[]	[]	[]	[]	['the Pasqutank River']	['the Nell Cropsey Murders']
[]	['One night']	[]	[]	['West']	[]
[]	['night']	['Hill Neck road']	[]	[]	[]
[]	[]	['Bco']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['midnight']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Hay St.']	['Subway']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	['The Poor Richard’s Summit Inn']	['Inn']	[]	[]
[]	['night']	[]	[]	[]	['Civil War']
[]	['late at night']	['Auten Rd.']	[]	[]	[]
[]	['one night', 'late at night']	[]	['Lincoln Academy']	[]	[]
[]	['night']	['Pharr Mansion', 'Ranlo-Spencer Rd']	['Pharr']	[]	[]
[]	[]	['Richfild rd']	[]	[]	[]
[]	['one night']	['The Hobbs House']	['Guilford College']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
['about 1 mile', 'about 3 miles']	['hours', 'night']	['Olney Road', 'McNeeley', 'Walter Calvert']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the night']	[]	[]	[]	[]
[]	[]	['peach orchard rd']	[]	[]	[]
['about a mile']	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['any hour after midnight', 'hours']	[]	[]	[]	[]
['No more than a couple of miles']	['a second', 'night', 'a couple of long minutes']	"['St. John Road', 'The ""Gates of Hell', 'Bethlehem Academy', 'Saint Johns', 'Gates of Hell']"	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['midnight']	"[""Narrow's Road""]"	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Black Mountain']	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['GCHS']	['Grays creek']	[]
[]	[]	[]	[]	[]	[]
[]	['seconds', 'around 2 am']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the next morning']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Mcoy road']	[]	[]	[]
[]	['late at night', 'around 30 seconds']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Camp Devil Dog']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['about 40 ft', 'about 2 miles']	['one night', 'the evening']	['the US Highway 70 Underpass']	[]	['Lydia']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Camp York']	[]	[]	[]
[]	[]	[]	['Lincoln Academy']	['Crowder’s Mountain']	[]
[]	[]	['Oak Grove', 'Stoney Point']	[]	[]	['the revolutionary war']
[]	[]	['Grainger High']	[]	[]	[]
[]	['Every night', 'night']	[]	[]	[]	[]
[]	['one night', 'late at night']	[]	[]	[]	[]
[]	['hours']	['the 600 Building', 'Gym']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['about three seconds', 'nighttime']	['Fox Crossing Road']	[]	[]	[]
[]	['night', 'morning']	[]	[]	[]	[]
[]	['the late afternoon', 'the early morning']	[]	[]	[]	[]
[]	['the next morning']	[]	[]	[]	[]
[]	['opening night', 'late at night', 'night']	[]	[]	[]	[]
[]	['dusk']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['some night']	['THE BONE LICK PARK']	[]	[]	[]
[]	['hours']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Campbell', 'Campbell Cemetery']	[]	[]	[]
[]	[]	['Ft. Thomas']	['Carmel Manor Security']	[]	[]
[]	['school hours']	['David Cecil Memorial Stadium']	['Highlands High School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['421', 'Leestown Road']	[]	[]	[]
[]	[]	['State Penitentiary']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['up to a mile']	['a few minutes']	['Carrington Greens Golf Course']	[]	[]	['the civil war']
[]	['late into the night']	[]	[]	[]	[]
[]	['one night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a rainy night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	['Hardburly']	[]
[]	[]	[]	['Hardburly']	['Coal Spring', 'Jake Branch Stream']	[]
['1/4 a mile']	['1:20am you']	['Mudlick Road']	[]	[]	[]
[]	[]	[]	[]	['Catrons Creek', 'Bardo Hollow']	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Alcapulco Lake']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['the Main Building']	[]	[]	['the Civil War']
[]	[]	['Forth', 'Main Administrative building', 'Third']	"[""Louisburg College's""]"	[]	['the Civil War']
[]	['late at night', 'night']	['Kenan Girls Dormitory']	[]	[]	[]
[]	['night']	['Merritt Dorm']	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Pleasant Gardens Baptist church', 'Pleasant Gardens Elementary school']	[]	[]
[]	[]	['The Screaming Bridge']	[]	['Little Washington']	[]
[]	['9:00pm']	[]	[]	[]	[]
[]	[]	['Potters Field']	['The Knights of The White Chameleons']	[]	[]
[]	[]	['Franklin St.', 'Blakney House']	"[""Boswell's Restaurant""]"	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night', 'the night']	[]	[]	[]	[]
[]	[]	['Main Building']	[]	[]	[]
[]	[]	['Clock Tower']	[]	[]	[]
[]	[]	['PLT 3']	[]	[]	[]
[]	['every morning']	['Evergreen Cottage', 'the Medical Care Unit']	[]	[]	[]
[]	['night']	[]	['Utilities', 'utilities']	[]	[]
[]	[]	['teeter bridge']	[]	[]	[]
[]	[]	[]	[]	['Watts creek']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['The Old Church Parsonage']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['late at night']	"[""Young's Park""]"	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Pleasant Hill']	[]
[]	['late at night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['the Alumni House', 'Alumni House']	['Northern Kentucky University']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['every night']	[]	"[""Bart's Grill and Racket Room Pub's""]"	[]	[]
[]	[]	[]	['Union']	[]	[]
['73 feet']	['night']	['Cumberland Falls State Park']	[]	['Lovers Leap', 'the Falls Area']	[]
[]	[]	[]	[]	[]	[]
[]	['around three in the morning']	[]	[]	[]	[]
[]	"[""ten o'clock""]"	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Eastern Kentucky', 'Frozen Creek']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night', 'the night', 'night']	[]	['PTA']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['late one Sunday night']	['Miami Church rd']	[]	[]	[]
[]	['night']	['the Columns Building']	[]	[]	[]
[]	['late at night']	['Belks Hall']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Music Hall']	[]	[]	[]
[]	[]	['Oliver House - 1700']	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Housekeeping']	[]	[]
[]	[]	[]	[]	['the Ocracoke Islands', 'the Pamlico Sound']	[]
[]	['late at night']	['the Cape Hatteras Light House']	[]	['the Outer Banks']	[]
[]	['around 1 in the morning', 'Late at night']	[]	[]	[]	[]
[]	[]	['Pactolus Light']	[]	[]	[]
['about 500ft']	['midnight']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['1 mile', 'about 18 acres', '.5 mile']	['hours', 'night']	['Terror Town', 'Pisgah Covered Bridge Road', 'Zooland Campground']	[]	[]	[]
['a mile']	['the night', 'the morning', 'night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['12:00 midnight']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['one night', '5pm', '4am']	['Field House', 'Old Field House']	['University', 'The University Police Department']	[]	[]
[]	['night']	['Spring Hill House']	['The University Police', 'Dorothea Dix Hospital', 'NC State University']	[]	[]
[]	['early in the morning']	[]	[]	[]	[]
[]	['lunch hours']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	['West Jessamine High School']	[]	[]
[]	"['late at night', ""about 10 o'clock""]"	[]	[]	[]	[]
[]	[]	[]	['Union College']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['the early morning']	[]	[]	[]	[]
[]	[]	[]	[]	['Irish Creek', 'Diamond Ridge']	[]
[]	['the night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['12:00']	[]	[]	[]	[]
[]	[]	[]	['W.B. Muncy school']	[]	[]
[]	[]	['the East Fork Cemetery']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['all hours of the night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['the VA Hospital', 'the Leestown Division']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['the Lexington Art League']	[]	[]
[]	['One night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	['Guignol Theatre']	[]	[]
[]	[]	[]	[]	[]	[]
[]	['midnight']	[]	[]	[]	[]
[]	['inches']	[]	[]	[]	[]
[]	['all night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Clarksville Station']	[]	[]	['the Civil War']
[]	['24 hours', 'night']	[]	['The Rural Hall Fire Department', 'FD']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	['highway 13']	[]	[]	['hurricane Fran']
[]	[]	[]	[]	[]	[]
[]	['9 00 at night']	[]	[]	[]	[]
['40 feet', 'about a foot']	['the next morning', 'the night', 'every night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['The Nosay House']	[]	[]	['the Battle Of Shiloh', 'the Civil War']
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['almost 90 feet']	['about 3 a.m.', 'only a few moments']	['Bostian Bridge']	[]	[]	[]
['100 degrees']	[]	['Davis']	[]	[]	[]
[]	[]	[]	['Chestnut Grove Middle School']	[]	[]
[]	[]	['Sunderland Dorm']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
['About a 1/2 mile']	[]	['Hwy 21 North']	[]	['Mountain']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['around 12:00']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['midnight']	['Morpheus Bridge Road']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['River City Lighting']	[]	[]
[]	['5:00pm', '7:00pm- 9:30pm about things', 'each night']	[]	[]	[]	[]
[]	['nights']	['Hebron Lane']	[]	[]	[]
[]	[]	['Mitchell Hill Road', 'Mt. Holley Road']	[]	[]	[]
[]	['late at night', 'the early hours of the morning', 'night']	[]	"['Joe’s Place', ""Joe's""]"	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Old Army Hospital']	[]	[]	['the Civil War']
[]	[]	[]	[]	[]	[]
[]	['night']	['the Hampton House']	['the Hampton Family']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	['the Civil War']
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Tucker Station']	[]	[]	[]
[]	[]	['Brownsboro Road', 'US42']	[]	['Sleepy Hollow']	[]
[]	['the 4AM hour', '15 minutes']	[]	[]	[]	[]
[]	[]	[]	['Old T.B. and Mental hospital']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['minutes', 'midnight']	['the Grapevine Cemetery']	[]	[]	[]
[]	['the morning', 'midnight', 'a good night']	['Baker Hollow Road', 'Baker Church Road']	[]	[]	[]
[]	['night']	"[""Ford's Ferry Road""]"	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Heartbeat Bridge', 'This Bridge']	[]	[]	[]
[]	[]	[]	[]	[]	[]
['just a few feet']	[]	['the Robert Cleveland Log Home']	['The Old Wilkes Jail Museum']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Cotton Exchange']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night', 'the night of 1867']	['Maco Station', 'the Old Maco Station']	[]	[]	[]
[]	['one night']	['Acid Park']	[]	[]	[]
[]	['the late afternoon']	[]	[]	[]	[]
[]	[]	['Alumni Hall']	[]	[]	[]
[]	[]	[]	['Brookstown Inn Hotel']	[]	[]
[]	['12pm durning Lunch hours']	['Wachovia']	[]	[]	[]
[]	[]	['Clewell Dorm']	['Strong', 'Salem College for Women']	[]	[]
[]	['late at night']	[]	['the Fine Arts Center', 'Salem College for Women']	[]	[]
[]	['night']	['Gramley Library', 'Gramley Dorm']	['Salem College for Women']	[]	[]
[]	[]	['Gramley Library Building']	['Salem College for Women']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Babcock Dormitory', 'the Babcock Dormitory']	['R.J. Reynolds']	[]	[]
[]	['the stroke of midnight']	[]	[]	[]	[]
[]	[]	['4th']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['CC Cohen Restaurant']	['the R.L. Peacher Liquor Dealers', 'M. Livingston & Company', 'the Rehkopf Distilling Company']	[]	[]
[]	['the middle of the night']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night', 'late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Butler Hall']	[]	[]	[]
[]	[]	['Buttin Auditorium']	[]	[]	[]
[]	['the early morning hours', 'late at night']	['Nunn Hall']	[]	[]	[]
[]	[]	['Waterfield Hall']	[]	[]	[]
[]	['hours', 'closing hours']	[]	[]	[]	[]
[]	['Late at night']	['519']	[]	['Wrigley Hill']	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	['night']	[]	[]	['Stepstone']	[]
[]	['night']	['Skipworth Cemetery']	[]	[]	['Civil war']
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Fine Arts Building']	[]	[]	[]
[]	[]	['Fine Arts Building']	[]	[]	[]
[]	[]	['Hester Hall', 'Hester hall']	['Murray']	[]	[]
[]	[]	[]	['Sigma Phi Epsilon', 'Murray State University']	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['hours of the night', 'the middle of the night']	[]	[]	[]	[]
[]	['certain night', 'morning']	[]	[]	[]	[]
['a few miles']	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	['the Civil War']
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['night']	[]	"[""Owensboro High's""]"	[]	[]
[]	['night']	[]	[]	[]	[]
[]	['that night', 'Late one night']	[]	[]	[]	[]
[]	[]	[]	['Whitesville Public School']	[]	[]
[]	['the next morning', 'night']	[]	[]	[]	['pre civil war']
[]	[]	[]	['Owsley County High School']	[]	[]
['two miles']	[]	[]	[]	[]	[]
[]	['Late at night']	['St Johns Catholic Church', 'German Cemetery']	[]	[]	[]
[]	['certain nights']	[]	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['late at night']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['every night', 'night']	['BRISTLE BUCK.At']	['RAMADA']	[]	[]
[]	[]	['Colville Road']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	['Echo River', 'Crystal Cave', 'Purgatory Point']	[]
[]	['al night']	"[""Devil's Kitchen"", 'Kitchen']"	[]	[]	[]
[]	[]	[]	[]	[]	['the Underground Railroad']
[]	['late at night', 'night']	"['US HWY 119', '119', ""Lonnie's Speedway""]"	[]	['Lewis Creek', 'Lewis creek']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Typo']	[]	[]	[]
[]	[]	[]	['After Hours Treatment Center']	[]	[]
[]	[]	[]	['Beams Electric Supply']	[]	[]
[]	[]	[]	['Berrymen Service Station']	[]	[]
[]	[]	[]	['County School Board']	[]	[]
[]	['One night', 'hours']	[]	"[""Goody's Clothing Store""]"	[]	[]
[]	[]	[]	['ARH Regional Hospital', 'the University of Kentucky', 'Old Miners Memorial Hospital']	[]	[]
[]	['night']	['Raccoon Creek Rd']	[]	[]	[]
[]	['nite']	[]	['Sherwin Williams Paint Store']	[]	[]
['a couple of miles']	['night']	[]	[]	['Tunnel Hill']	[]
[]	[]	[]	[]	[]	[]
[]	['night']	['Willard ELemantry School']	[]	[]	[]
[]	[]	[]	['Western Sizzler Stake']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['Late at night']	[]	[]	[]	[]
[]	['the early hours of the morning']	['Wickham']	[]	[]	[]
[]	[]	[]	[]	['Cal Hill']	[]
[]	[]	[]	[]	[]	[]
[]	[]	['Cushing Hall', 'Andersen Science Center', 'Grady Nutt Athletic Center']	[]	[]	[]
[]	['night']	[]	[]	[]	[]
[]	[]	['Cushing Hall']	[]	[]	[]
[]	['around nine o clock']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	['Prestonsburg High School']	[]	[]
[]	[]	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['night']	[]	[]	['Big Sandy Riverbed']	[]
[]	[]	['the Prestonsburg High School']	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['a few minutes']	[]	[]	[]	[]
[]	[]	[]	[]	[]	[]
[]	['2:45']	['Shop Classroom']	[]	[]	[]
